PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1631321,2023-24,00,1610612759,SAS,19.0,5,0,32.0,1,6,0.167,0,4,0.0,4,4,1.0,0,6,6,0,3,0,1,2,6
