PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1629726,2019-20,00,1610612764,WAS,23.0,18,0,227.0,24,56,0.429,19,46,0.413,31,34,0.912,6,18,24,10,8,1,8,32,98
1629726,2020-21,00,1610612764,WAS,24.0,64,24,1038.0,97,237,0.409,76,198,0.384,84,95,0.884,16,71,87,26,29,7,10,106,354
1629726,2021-22,00,1610612745,HOU,25.0,65,33,1712.0,184,461,0.399,139,386,0.36,143,180,0.794,32,158,190,64,57,24,41,168,650
1629726,2022-23,00,1610612745,HOU,26.0,45,0,602.0,60,170,0.353,53,155,0.342,41,45,0.911,10,52,62,23,23,4,18,56,214
1629726,2022-23,00,1610612737,ATL,26.0,9,0,84.0,13,31,0.419,10,25,0.4,7,8,0.875,1,10,11,3,1,1,1,6,43
1629726,2022-23,00,0,TOT,26.0,54,0,686.0,73,201,0.363,63,180,0.35,48,53,0.906,11,62,73,26,24,5,19,62,257
1629726,2023-24,00,1610612737,ATL,27.0,26,3,312.0,29,61,0.475,27,58,0.466,0,4,0.0,7,24,31,10,8,3,11,38,85
